,Year,Manufacturer,Model,charge240,feScore,fuelCost08,fuelType1,VClass
36922,2017,,115,0.0,5.0,2700.0,0,2
36928,2017,,125,0.0,4.0,3100.0,0,1
36929,2017,,91,0.0,5.0,2600.0,0,0
36932,2017,,117,0.0,5.0,2850.0,0,1
36933,2017,,117,0.0,5.0,2600.0,0,1
36934,2017,,118,0.0,5.0,2850.0,0,1
36935,2017,,120,0.0,5.0,2700.0,0,1
36938,2017,,237,0.0,5.0,2700.0,0,1
36939,2017,,87,0.0,5.0,2700.0,0,1
36941,2017,,151,0.0,7.0,1700.0,1,2
36942,2017,,41,0.0,5.0,2850.0,0,2
36943,2017,,164,0.0,7.0,1850.0,1,2
36944,2017,,479,0.0,1.0,4650.0,0,2
36963,2017,,13,0.0,5.0,2300.0,1,0
36967,2017,,49,0.0,4.0,3450.0,0,0
36968,2017,,366,0.0,9.0,1250.0,1,2
36986,2017,,355,0.0,4.0,3250.0,0,0
36987,2017,,480,0.0,4.0,3250.0,0,0
36988,2017,,318,0.0,3.0,3650.0,0,2
36993,2016,,481,0.0,3.0,4100.0,0,1
36994,2017,,17,0.0,7.0,2200.0,0,1
36995,2017,,62,0.0,4.0,3100.0,0,0
36996,2017,,162,0.0,4.0,3100.0,0,0
36997,2017,,79,0.0,4.0,3100.0,0,0
36998,2017,,79,0.0,5.0,2950.0,0,0
36999,2017,,249,0.0,7.0,2200.0,0,0
37000,2017,,19,0.0,4.0,3450.0,0,2
37001,2017,,239,0.0,5.0,2400.0,1,2
37010,2017,,21,0.0,8.0,1900.0,0,1
37011,2017,,365,0.0,6.0,2400.0,0,1
37012,2017,,376,0.0,4.0,3450.0,0,0
37013,2017,,81,0.0,6.0,2500.0,0,0
37014,2017,,23,0.0,6.0,2500.0,0,0
37015,2017,,82,0.0,6.0,2350.0,0,0
37016,2017,,82,0.0,6.0,2500.0,0,0
37032,2017,,111,0.0,6.0,2400.0,0,0
37033,2017,,26,0.0,8.0,1600.0,1,0
37034,2017,,15,0.0,6.0,2050.0,1,2
37035,2017,,278,0.0,4.0,3250.0,0,2
37036,2017,,239,0.0,5.0,2600.0,0,2
37037,2017,,98,0.0,7.0,1750.0,1,2
37038,2017,,251,0.0,7.0,1650.0,1,2
37040,2017,,35,0.0,8.0,1600.0,1,2
37048,2017,,32,0.0,5.0,2950.0,0,0
37049,2017,,137,0.0,5.0,2950.0,0,0
37050,2017,,73,0.0,8.0,1600.0,1,2
37051,2017,,34,0.0,6.0,1900.0,1,2
37057,2017,,448,0.0,5.0,2600.0,0,0
37058,2017,,397,0.0,5.0,2600.0,0,2
37059,2017,,113,0.0,5.0,2600.0,0,2
37060,2017,,283,0.0,4.0,3100.0,0,2
37061,2017,,97,0.0,4.0,3250.0,0,2
37068,2017,,318,0.0,2.0,4350.0,0,2
37069,2017,,442,0.0,5.0,2600.0,0,2
37076,2017,,282,0.0,4.0,3450.0,0,0
37077,2017,,94,0.0,4.0,3100.0,0,2
37090,2017,,296,0.0,6.0,2500.0,0,0
37091,2017,,473,0.0,6.0,2050.0,1,2
37104,2017,,250,0.0,2.0,4100.0,0,0
37111,2017,,74,0.0,6.0,1950.0,1,0
37112,2017,,279,0.0,6.0,1900.0,1,2
37113,2017,,7,0.0,6.0,1950.0,1,2
37128,2017,,402,0.0,7.0,2250.0,0,2
37146,2017,,416,0.0,4.0,3450.0,0,0
37147,2017,,186,0.0,5.0,2850.0,0,2
37164,2017,,89,0.0,4.0,3100.0,0,1
37165,2017,,89,0.0,5.0,2850.0,0,1
37166,2017,,342,0.0,5.0,2950.0,0,1
37167,2017,,90,0.0,4.0,3100.0,0,1
37171,2017,,248,0.0,7.0,1850.0,1,2
37172,2017,,59,0.0,7.0,1850.0,1,2
37173,2017,,59,0.0,6.0,1900.0,1,2
37177,2016,,443,1.0,8.0,2200.0,0,2
37184,2017,,415,5.0,10.0,600.0,3,2
37188,2018,,220,0.0,6.0,2400.0,0,2
37190,2018,,146,0.0,5.0,2850.0,0,0
37191,2018,,375,0.0,5.0,2850.0,0,0
37192,2018,,64,0.0,5.0,2600.0,0,2
37193,2018,,20,0.0,4.0,3250.0,0,2
37194,2018,,478,0.0,5.0,2850.0,0,2
37195,2018,,263,0.0,4.0,3250.0,0,2
37221,2018,,18,0.0,6.0,2400.0,0,2
37222,2018,,226,0.0,5.0,2700.0,0,2
37224,2018,,357,0.0,6.0,1850.0,1,2
37230,2018,,49,0.0,3.0,3450.0,0,0
37231,2018,,115,0.0,6.0,2350.0,0,2
37238,2018,,41,0.0,8.0,1700.0,2,2
37239,2018,,50,0.0,7.0,1700.0,1,2
37240,2018,,260,0.0,7.0,1700.0,1,2
37248,2018,,22,0.0,5.0,2600.0,0,0
37249,2018,,352,0.0,4.0,2950.0,0,0
37250,2018,,239,0.0,4.0,2400.0,1,2
37251,2018,,239,0.0,5.0,2600.0,0,2
37266,2018,,19,0.0,4.0,3250.0,0,2
37282,2018,,35,0.0,7.0,1650.0,1,2
37297,2018,,17,0.0,7.0,2050.0,0,1
37298,2018,,1,0.0,6.0,2350.0,0,1
37299,2018,,145,0.0,6.0,2400.0,0,0
37300,2018,,174,0.0,5.0,2700.0,0,0
37301,2018,,448,0.0,5.0,2700.0,0,0
37302,2018,,141,0.0,6.0,2400.0,0,2
37303,2018,,243,0.0,6.0,2350.0,0,2
37304,2018,,251,0.0,7.0,1650.0,1,2
37305,2018,,98,0.0,7.0,1750.0,1,2
37306,2018,,402,0.0,6.0,2250.0,0,2
37307,2018,,85,0.0,8.0,1500.0,1,2
37314,2018,,237,0.0,5.0,2850.0,0,1
37315,2018,,119,0.0,5.0,2700.0,0,1
37316,2018,,120,0.0,5.0,2850.0,0,1
37318,2018,,54,0.0,4.0,2950.0,0,1
37319,2018,,25,0.0,6.0,2400.0,0,0
37320,2018,,43,0.0,5.0,2600.0,0,0
37321,2018,,296,0.0,5.0,2600.0,0,0
37322,2018,,39,0.0,6.0,2400.0,0,2
37323,2018,,35,0.0,6.0,1900.0,1,2
37336,2018,,119,0.0,4.0,2950.0,0,1
37337,2018,,204,0.0,4.0,2950.0,0,1
37339,2018,,202,0.0,4.0,3100.0,0,1
37348,2018,,251,0.0,8.0,1600.0,2,2
37349,2018,,96,0.0,6.0,1850.0,1,2
37364,2018,,234,0.0,4.0,2950.0,0,0
37365,2018,,27,0.0,8.0,1550.0,1,0
37366,2018,,27,0.0,8.0,1500.0,1,0
37367,2018,,172,0.0,1.0,4650.0,0,2
37392,2018,,100,0.0,8.0,1500.0,1,2
37393,2018,,100,0.0,8.0,1500.0,1,2
37394,2018,,71,0.0,7.0,2050.0,0,2
37395,2018,,178,0.0,8.0,1550.0,1,2
37404,2018,,58,0.0,6.0,1900.0,1,2
37405,2018,,58,0.0,7.0,1700.0,1,2
37406,2018,,34,0.0,6.0,1900.0,1,2
37413,2018,,12,0.0,5.0,2100.0,1,0
37414,2018,,13,0.0,5.0,2300.0,1,0
37415,2018,,12,0.0,5.0,2100.0,1,0
37416,2018,,13,0.0,5.0,2300.0,1,0
37417,2018,,10,0.0,3.0,3650.0,0,0
37448,2018,,56,0.0,7.0,1700.0,1,0
37465,2018,,415,5.0,10.0,600.0,3,2
37466,2019,,35,0.0,8.0,1550.0,1,2
37467,2019,,35,0.0,8.0,1550.0,1,2
37480,2019,,40,0.0,7.0,1750.0,1,2
37481,2019,,40,0.0,6.0,1900.0,1,2
37482,2019,,40,0.0,6.0,1850.0,1,2
37484,2018,,417,0.0,2.0,4100.0,0,0
37485,2018,,326,0.0,4.0,3250.0,0,0
37486,2018,,297,0.0,3.0,3650.0,0,0
37487,2019,,323,0.0,5.0,2850.0,0,2
37488,2019,,226,0.0,5.0,2850.0,0,2
37490,2018,,139,4.0,10.0,650.0,3,1
37491,2019,,17,0.0,7.0,2100.0,0,1
37492,2019,,76,0.0,6.0,2350.0,0,1
37493,2019,,76,0.0,5.0,2500.0,0,1
37494,2019,,1,0.0,6.0,2350.0,0,1
37495,2019,,1,0.0,5.0,2600.0,0,1
37496,2019,,249,0.0,7.0,2100.0,0,0
37497,2019,,82,0.0,6.0,2350.0,0,0
37498,2019,,18,0.0,5.0,2700.0,0,2
37499,2019,,64,0.0,5.0,2600.0,0,2
37500,2019,,33,0.0,4.0,2950.0,0,2
37501,2019,,478,0.0,5.0,2850.0,0,2
37503,2019,,67,0.0,3.0,3850.0,0,2
37506,2018,,482,0.0,3.0,3450.0,0,2
37515,2019,,164,0.0,6.0,1850.0,1,2
37523,2019,,5,0.0,5.0,2700.0,0,1
37524,2019,,237,0.0,5.0,2700.0,0,1
37525,2019,,204,0.0,5.0,2700.0,0,1
37526,2019,,212,0.0,4.0,2950.0,0,1
37527,2019,,121,0.0,3.0,3450.0,0,1
37535,2019,,342,0.0,4.0,3100.0,0,1
37536,2019,,90,0.0,4.0,2950.0,0,1
37542,2019,,370,0.0,5.0,2700.0,0,0
37543,2019,,440,0.0,3.0,3450.0,0,2
37544,2019,,357,0.0,6.0,2350.0,0,2
37545,2019,,11,0.0,5.0,2600.0,0,2
37565,2019,,14,0.0,3.0,2950.0,1,0
37566,2019,,12,0.0,3.0,2800.0,1,0
37567,2019,,251,0.0,8.0,1600.0,2,2
37568,2019,,151,0.0,7.0,1650.0,1,2
37569,2019,,151,0.0,7.0,1700.0,1,2
37570,2019,,123,0.0,7.0,1700.0,1,2
37574,2019,,203,0.0,4.0,3100.0,0,1
37582,2019,,239,0.0,4.0,2550.0,1,2
37590,2019,,145,0.0,6.0,2400.0,0,0
37592,2019,,448,0.0,5.0,2700.0,0,0
37594,2019,,130,0.0,3.0,3450.0,0,0
37595,2019,,49,0.0,2.0,4100.0,0,0
37596,2019,,49,0.0,5.0,2850.0,0,0
37597,2019,,49,0.0,2.0,4100.0,0,0
37598,2019,,41,0.0,8.0,1700.0,2,2
37599,2019,,172,0.0,1.0,4650.0,0,2
37616,2019,,101,0.0,6.0,2400.0,0,1
37627,2019,,6,0.0,5.0,2600.0,0,0
37628,2019,,41,0.0,3.0,3650.0,0,2
37647,2019,,311,0.0,5.0,2850.0,0,0
37648,2019,,98,0.0,6.0,1850.0,1,2
37693,2019,,100,0.0,8.0,1500.0,1,2
37694,2019,,100,0.0,8.0,1600.0,1,2
37701,2019,,181,0.0,6.0,2400.0,0,0
37702,2019,,61,0.0,6.0,2400.0,0,0
37714,2019,,317,0.0,5.0,2850.0,0,0
37715,2019,,106,0.0,4.0,3100.0,0,0
37716,2019,,109,0.0,4.0,3250.0,0,2
37717,2019,,153,0.0,5.0,2850.0,0,2
37718,2019,,310,0.0,5.0,2500.0,0,2
37719,2019,,201,0.0,8.0,1500.0,1,2
37720,2019,,85,0.0,8.0,1500.0,1,2
37733,2019,,32,0.0,4.0,2950.0,0,0
37734,2019,,137,0.0,5.0,2700.0,0,0
37737,2019,,449,0.0,5.0,2850.0,0,0
37738,2019,,250,0.0,2.0,4350.0,0,0
37739,2019,,36,0.0,7.0,1650.0,1,2
37750,2019,,190,5.0,10.0,650.0,3,0
37753,2019,,309,0.0,4.0,3250.0,0,0
37754,2019,,282,0.0,4.0,3250.0,0,0
37755,2019,,227,0.0,4.0,3100.0,0,0
37756,2019,,442,0.0,5.0,2600.0,0,2
37757,2019,,95,0.0,4.0,3100.0,0,2
37771,2019,,21,0.0,6.0,2400.0,0,1
37772,2019,,451,0.0,6.0,2350.0,0,0
37782,2019,,24,0.0,5.0,2600.0,0,0
37783,2019,,300,0.0,6.0,1900.0,1,2
37790,2020,,142,0.0,8.0,1550.0,1,2
37791,2020,,450,0.0,8.0,1550.0,1,2
37792,2020,,193,0.0,7.0,1650.0,1,2
37795,2020,,41,0.0,6.0,2350.0,0,2
37799,2018,,144,0.0,3.0,3450.0,0,1
37805,2019,,156,0.0,7.0,1750.0,1,2
37806,2019,,184,0.0,6.0,1900.0,1,2
37808,2020,,25,0.0,5.0,2700.0,0,0
37809,2020,,128,0.0,4.0,2950.0,0,0
37811,2020,,130,0.0,4.0,3250.0,0,0
37812,2020,,130,0.0,3.0,3450.0,0,0
37813,2020,,18,0.0,5.0,2700.0,0,2
37814,2020,,182,0.0,5.0,2850.0,0,2
37815,2020,,64,0.0,5.0,2600.0,0,2
37816,2020,,65,0.0,6.0,2400.0,0,2
37817,2020,,66,0.0,5.0,2600.0,0,2
37818,2020,,413,0.0,3.0,3450.0,0,2
37825,2020,,40,0.0,6.0,1900.0,1,2
37827,2020,,149,0.0,4.0,3250.0,0,2
37828,2020,,151,0.0,7.0,1600.0,1,2
37837,2020,,26,0.0,7.0,1600.0,1,0
37844,2020,,357,0.0,6.0,2400.0,0,2
37855,2020,,49,0.0,2.0,4100.0,0,0
37856,2020,,273,0.0,3.0,3450.0,0,0
37857,2020,,4,0.0,8.0,1500.0,1,2
37886,2020,,292,0.0,3.0,3850.0,0,1
37887,2020,,293,0.0,3.0,3650.0,0,1
37888,2020,,183,0.0,5.0,2850.0,0,0
37903,2020,,49,0.0,3.0,3450.0,0,0
37904,2020,,96,0.0,7.0,1750.0,1,2
37925,2020,,156,0.0,7.0,1750.0,1,2
37928,2020,,144,0.0,3.0,3450.0,0,1
37934,2020,,420,3.0,9.0,2200.0,0,2
37936,2020,,14,0.0,5.0,2300.0,1,0
37937,2020,,231,0.0,5.0,2300.0,1,0
37939,2019,,444,3.0,8.0,3250.0,0,0
37941,2020,,237,0.0,4.0,3250.0,0,1
37942,2020,,280,0.0,5.0,2100.0,1,0
37943,2020,,22,0.0,5.0,2600.0,0,0
37944,2020,,295,0.0,6.0,2350.0,0,2
37972,2020,,451,0.0,6.0,2350.0,0,0
37973,2020,,230,0.0,3.0,3850.0,0,2
37974,2020,,35,0.0,6.0,1900.0,1,2
37997,2020,,416,0.0,4.0,3250.0,0,0
37998,2020,,282,0.0,4.0,3250.0,0,0
37999,2020,,92,0.0,4.0,2950.0,0,0
38000,2020,,201,0.0,8.0,1500.0,1,2
38001,2020,,85,0.0,8.0,1500.0,1,2
38019,2020,,250,0.0,2.0,4350.0,0,0
38036,2020,,117,0.0,4.0,3250.0,0,1
38037,2020,,5,0.0,4.0,3250.0,0,1
38039,2020,,118,0.0,4.0,3250.0,0,1
38043,2020,,36,0.0,7.0,1700.0,1,2
38046,2020,,178,0.0,8.0,1500.0,1,2
38048,2020,,180,0.0,6.0,2400.0,0,0
38052,2020,,192,0.0,5.0,2850.0,0,2
38055,2021,,149,0.0,5.0,2850.0,0,2
38059,2020,,171,4.0,10.0,650.0,3,0
38061,2021,,149,0.0,4.0,3250.0,0,2
38065,2021,,17,0.0,7.0,2100.0,0,1
38067,2021,,80,0.0,7.0,2100.0,0,0
38068,2021,,81,0.0,6.0,2400.0,0,0
38069,2021,,40,0.0,6.0,1900.0,1,2
38070,2021,,40,0.0,6.0,1850.0,1,2
38073,2020,,168,0.0,3.0,3450.0,0,0
38075,2021,,81,0.0,6.0,2200.0,0,0
38076,2021,,23,0.0,6.0,2200.0,0,0
38079,2021,,142,0.0,7.0,1550.0,1,2
38081,2021,,69,0.0,6.0,2250.0,0,0
38097,2021,,55,0.0,7.0,1650.0,1,0
38106,2021,,357,0.0,6.0,2400.0,0,2
38107,2021,,11,0.0,5.0,2600.0,0,2
38117,2021,,249,0.0,6.0,2200.0,0,0
38124,2021,,123,0.0,7.0,1700.0,1,2
38131,2021,,285,0.0,4.0,3250.0,0,0
38150,2021,,78,0.0,4.0,3100.0,0,0
38151,2021,,49,0.0,3.0,3450.0,0,0
38157,2021,,175,0.0,3.0,3450.0,0,0
38177,2021,,162,0.0,4.0,2950.0,0,0
38190,2021,,147,0.0,6.0,2400.0,0,0
38191,2021,,141,0.0,6.0,2350.0,0,2
38217,2021,,309,0.0,3.0,3450.0,0,0
38219,2021,,156,0.0,6.0,1750.0,1,2
38223,2021,,318,0.0,2.0,4350.0,0,0
38230,2021,,154,0.0,5.0,2600.0,0,2
38232,2021,,36,0.0,7.0,1650.0,1,2
38244,2021,,257,0.0,6.0,2350.0,0,2
38245,2021,,324,0.0,7.0,1700.0,1,2
38251,2021,,43,0.0,5.0,2600.0,0,0
38252,2021,,30,0.0,6.0,2400.0,0,2
38253,2021,,337,0.0,4.0,2950.0,0,2
38269,2021,,420,3.0,8.0,2200.0,0,2
38272,2021,,202,0.0,3.0,3850.0,0,1
38274,2021,,96,0.0,6.0,1750.0,1,2
38285,2021,,4,0.0,8.0,1500.0,1,2
38292,2021,,120,0.0,4.0,3250.0,0,1
38294,2021,,39,0.0,6.0,2400.0,0,2
38295,2021,,93,0.0,4.0,3250.0,0,0
38296,2021,,282,0.0,4.0,3250.0,0,0
38297,2021,,161,0.0,3.0,3850.0,0,0
38302,2021,,346,0.0,6.0,2350.0,0,2
38303,2021,,276,0.0,5.0,2850.0,0,2
38323,2021,,68,0.0,3.0,3650.0,0,2
38324,2021,,299,0.0,4.0,3250.0,0,0
38331,2021,,12,0.0,5.0,2100.0,1,0
38332,2021,,12,0.0,3.0,2800.0,1,0
38355,2021,,301,7.0,10.0,2100.0,0,0
38356,2021,,302,7.0,10.0,2100.0,0,0
38361,2021,,159,0.0,3.0,3850.0,0,0
38366,2022,,80,0.0,7.0,2050.0,0,0
38367,2022,,249,0.0,7.0,2050.0,0,0
38368,2022,,191,0.0,5.0,2600.0,0,0
38371,2021,,223,10.0,10.0,950.0,3,2
38372,2022,,309,0.0,4.0,3450.0,0,0
38373,2021,,196,0.0,5.0,2500.0,0,0
38375,2022,,76,0.0,6.0,2200.0,0,1
38376,2022,,152,0.0,5.0,2850.0,0,0
38400,2022,,321,0.0,9.0,1100.0,1,2
38404,2021,,334,0.0,4.0,3100.0,0,2
38405,2021,,459,0.0,4.0,3100.0,0,2
38432,2022,,142,0.0,7.0,1600.0,1,2
38433,2022,,450,0.0,7.0,1550.0,1,2
38434,2022,,324,0.0,7.0,1700.0,1,2
38440,2022,,483,0.0,5.0,2700.0,0,0
38441,2022,,220,0.0,6.0,2250.0,0,2
38452,2022,,20,0.0,4.0,3450.0,0,0
38453,2022,,346,0.0,6.0,2350.0,0,2
38460,2022,,49,0.0,5.0,2600.0,0,0
38462,2022,,22,0.0,6.0,2400.0,0,0
38463,2022,,166,0.0,5.0,2600.0,0,2
38464,2022,,167,0.0,5.0,2850.0,0,2
38465,2022,,123,0.0,7.0,1500.0,1,2
38471,2022,,126,0.0,6.0,2250.0,0,0
38472,2022,,484,0.0,5.0,2500.0,0,2
38473,2022,,432,0.0,5.0,2500.0,0,2
38474,2022,,463,0.0,3.0,3650.0,0,2
38499,2022,,237,0.0,4.0,3100.0,0,1
38500,2022,,237,0.0,4.0,3250.0,0,1
38501,2022,,118,0.0,4.0,3250.0,0,1
38502,2022,,87,0.0,4.0,3250.0,0,1
38506,2022,,451,0.0,6.0,2350.0,0,0
38507,2022,,419,0.0,8.0,1350.0,1,2
38522,2022,,485,0.0,2.0,4350.0,0,0
38541,2022,,182,0.0,5.0,2700.0,0,2
38554,2022,,311,0.0,5.0,2600.0,0,0
38588,2021,,486,0.0,6.0,2350.0,0,2
38591,2022,,91,0.0,5.0,2600.0,0,0
38595,2022,,92,0.0,5.0,2950.0,0,0
38596,2022,,227,0.0,5.0,2950.0,0,0
38603,2022,,150,0.0,4.0,3250.0,0,1
38604,2022,,96,0.0,7.0,1500.0,1,2
38626,2022,,156,0.0,7.0,1700.0,1,2
38627,2022,,184,0.0,6.0,1950.0,1,2
38633,2022,,12,0.0,4.0,2800.0,1,0
38634,2022,,14,0.0,5.0,2300.0,1,0
38651,2022,,351,3.0,8.0,2500.0,0,2
38653,2022,,212,0.0,4.0,3450.0,0,1
38671,2023,,149,0.0,5.0,2850.0,0,2
38679,2023,,249,0.0,6.0,2050.0,0,0
38685,2023,,76,0.0,5.0,2400.0,0,1
38686,2023,,23,0.0,6.0,2100.0,0,0
38687,2023,,112,0.0,5.0,2400.0,0,2
38696,2023,,150,0.0,4.0,3250.0,0,1
38703,2023,,49,0.0,4.0,2650.0,1,0
38719,2023,,345,0.0,5.0,2600.0,0,1
38720,2023,,22,0.0,5.0,2500.0,0,0
38721,2023,,344,0.0,5.0,2500.0,0,2
38729,2023,,483,0.0,5.0,2700.0,0,0
38730,2023,,24,0.0,5.0,2500.0,0,0
38731,2023,,126,0.0,6.0,2250.0,0,0
38732,2023,,427,0.0,5.0,2600.0,0,0
38733,2023,,327,0.0,4.0,3450.0,0,0
38734,2023,,270,0.0,5.0,2700.0,0,2
38735,2023,,198,0.0,5.0,2400.0,0,2
38736,2023,,255,0.0,5.0,2600.0,0,2
38737,2023,,166,0.0,5.0,2400.0,0,2
38738,2023,,192,0.0,5.0,2850.0,0,2
38739,2023,,192,0.0,4.0,3450.0,0,2
38740,2023,,192,0.0,4.0,3650.0,0,2
38741,2023,,456,0.0,6.0,2200.0,0,2
38757,2023,,484,0.0,5.0,2500.0,0,2
38758,2023,,419,0.0,7.0,1350.0,1,2
38769,2023,,330,0.0,5.0,2400.0,0,0
38770,2023,,61,0.0,5.0,2500.0,0,0
38771,2023,,487,0.0,4.0,3650.0,0,0
38787,2022,,488,10.0,10.0,900.0,3,2
38788,2023,,47,0.0,5.0,2400.0,0,2
38789,2023,,295,0.0,6.0,2250.0,0,2
38813,2023,,318,0.0,4.0,3650.0,0,0
38822,2023,,489,0.0,2.0,4650.0,0,1
38823,2023,,485,0.0,2.0,4350.0,0,0
38828,2023,,91,0.0,5.0,2600.0,0,0
38829,2023,,51,0.0,5.0,2950.0,0,2
38830,2023,,103,0.0,5.0,2950.0,0,2
38831,2023,,457,0.0,4.0,3250.0,0,2
38832,2023,,490,0.0,8.0,1200.0,1,2
38852,2023,,340,10.0,10.0,900.0,3,0
38861,2023,,491,9.0,10.0,850.0,3,2
38864,2023,,317,0.0,5.0,2850.0,0,0
38865,2023,,207,0.0,5.0,2700.0,0,0
38866,2023,,30,0.0,5.0,2400.0,0,2
38878,2023,,237,0.0,4.0,3100.0,0,1
38879,2023,,118,0.0,4.0,3250.0,0,1
38881,2023,,87,0.0,4.0,3250.0,0,1
38882,2023,,88,0.0,4.0,3250.0,0,1
38883,2023,,342,0.0,4.0,3450.0,0,1
38884,2023,,212,0.0,4.0,3450.0,0,1
38885,2023,,490,0.0,8.0,1100.0,1,2
38907,2023,,449,0.0,5.0,2850.0,0,0
38908,2023,,422,0.0,5.0,2600.0,0,0
38934,2023,,12,0.0,4.0,2950.0,1,0
38935,2023,,426,0.0,4.0,2950.0,1,0
38936,2023,,12,0.0,4.0,2800.0,1,0
38937,2023,,231,0.0,5.0,2300.0,1,0
38938,2023,,184,0.0,5.0,1950.0,1,2
40676,2016,,4,0.0,7.0,1700.0,1,2
40677,2016,,477,0.0,5.0,2850.0,0,0
40679,2016,,0,0.0,3.0,4100.0,0,0
40680,2016,,478,0.0,5.0,2850.0,0,2
40681,2016,,67,0.0,3.0,3850.0,0,2
40695,2016,,88,0.0,5.0,3100.0,0,1
40712,2016,,5,0.0,5.0,2850.0,0,1
40713,2016,,237,0.0,5.0,2950.0,0,1
40714,2016,,87,0.0,5.0,2850.0,0,1
40715,2016,,120,0.0,5.0,3100.0,0,1
40716,2016,,165,0.0,5.0,3100.0,0,1
40717,2016,,54,0.0,4.0,3250.0,0,1
40718,2016,,204,0.0,5.0,3100.0,0,1
40719,2016,,318,0.0,4.0,3650.0,0,2
40727,2016,,151,0.0,7.0,1700.0,1,2
40738,2016,,72,0.0,7.0,1900.0,1,0
40739,2016,,75,0.0,6.0,1950.0,1,0
40740,2016,,62,0.0,4.0,3250.0,0,0
40741,2016,,22,0.0,6.0,2500.0,0,0
40742,2016,,270,0.0,4.0,3250.0,0,2
40743,2016,,220,0.0,6.0,2500.0,0,2
40744,2016,,28,0.0,5.0,2850.0,0,2
40745,2016,,31,0.0,6.0,2600.0,0,2
40754,2016,,98,0.0,8.0,1650.0,1,2
40775,2016,,23,0.0,7.0,2350.0,0,0
40776,2016,,469,0.0,6.0,2400.0,0,2
40777,2016,,96,0.0,7.0,1750.0,1,2
40779,2016,,439,0.0,4.0,2650.0,1,2
40795,2016,,393,0.0,6.0,2500.0,0,0
40796,2016,,492,0.0,6.0,2500.0,0,0
40797,2016,,383,0.0,5.0,2700.0,0,0
40799,2016,,389,0.0,7.0,2350.0,0,2
40800,2016,,35,0.0,6.0,1950.0,1,2
40807,2016,,319,0.0,5.0,2850.0,0,0
40808,2016,,493,0.0,6.0,2400.0,0,0
40809,2016,,19,0.0,4.0,3250.0,0,2
40829,2016,,15,0.0,6.0,2050.0,1,2
40835,2016,,415,3.0,10.0,600.0,3,2
40848,2016,,268,0.0,3.0,3850.0,0,0
40849,2016,,51,0.0,5.0,3100.0,0,2
40850,2016,,102,0.0,5.0,2950.0,0,2
40851,2016,,103,0.0,5.0,3100.0,0,2
40852,2016,,479,0.0,2.0,4650.0,0,2
40866,2016,,367,0.0,4.0,3650.0,0,1
40867,2016,,494,0.0,6.0,2600.0,0,2
40889,2016,,45,0.0,6.0,2100.0,1,2
40890,2016,,45,0.0,6.0,2050.0,1,2
40898,2016,,495,5.0,10.0,2200.0,0,0
40899,2016,,46,0.0,5.0,3100.0,0,0
40921,2016,,251,0.0,8.0,1550.0,1,2
40926,2017,,465,7.0,10.0,650.0,3,0
40927,2017,,86,4.0,10.0,1250.0,1,2
44907,2024,,147,0.0,5.0,2400.0,0,0
44908,2024,,308,0.0,5.0,2700.0,0,0
44910,2024,,189,0.0,3.0,3850.0,0,0
44911,2024,,80,0.0,6.0,2050.0,0,0
44912,2024,,23,0.0,5.0,2400.0,0,0
44913,2024,,191,0.0,5.0,2500.0,0,0
44922,2024,,196,0.0,5.0,2500.0,0,0
44929,2023,,121,0.0,4.0,3250.0,0,1
44934,2024,,205,0.0,7.0,1250.0,1,2
44935,2024,,419,0.0,7.0,1350.0,1,2
